//
// x0 values  from MATLAB
//
@00000000 111101011110_1001
@00000403 000000001000_0000
@00000404 000001001001_0101
@00000405 000100101101_0000
@00000406 000001000101_1111
@00000407 000001101010_0011
@00000408 111111111000_0000
@00000409 111010110000_0010
@0000040a 000011011000_0111
@0000040b 000000001000_0000
@0000040c 000000001000_0000
@0000040d 000110101010_0010
@0000040e 000011110111_1000
@0000040f 001101011001_1010
@00000410 000101001000_0110
@00000411 111111111000_0000
@00000412 001010110001_1111
@00000413 111101011110_0111
@00000414 000000001000_0000
@00000415 000110111101_0100
@00000416 001010101110_1110
@00000417 111111111000_0000
@00000418 000110001110_0010
@00000419 111110100011_0001
@0000041a 000000001000_0000
@0000041b 000110010110_0011
@0000041c 000000000011_0000
@0000041d 000011110110_1100
@0000041e 001100111110_0101
@0000041f 111111111000_0000
@00000420 111101000011_1111
@00000421 111111111000_0000
@00000422 111111111000_0000
@00000423 000110011000_0010
@00000424 001011101100_0110
@00000425 000101111001_1010
@00000426 010100001001_0010
@00000427 000100011101_1111
@00000428 001110110111_1101
@00000429 110110011000_1010
@0000042a 110100011101_1101
@0000042b 111001011101_0101
@0000042c 000101011101_0110
@0000042d 111111111001_0111
@0000042e 000111100110_1100
@0000042f 111100011101_1111
@00000430 111111111000_0000
@00000431 111000011000_0000
@00000432 000001110100_0110
@00000433 111011101100_1100
@00000434 101001101011_1110
@00000435 111111111000_0000
@00000436 110000111100_1000
@00000437 001110001100_1001
@00000438 000101001110_0101
@00000439 111100101101_0101
@0000043a 111010000110_0100
@0000043b 111111111000_0000
@0000043c 110100011111_1111
@0000043d 111111011111_1000
@0000043e 000110101011_0001
@0000043f 000100011001_1011
@00000440 000000101010_1011
@00000441 111001111111_0000
@00000442 111111000000_0100
@00000443 111111111000_0000
@00000444 111111111000_0000
@00000445 000000010011_0110
@00000446 111011011000_0110
@00000447 101110100100_0000
@00000448 111111111000_0000
@00000449 111111111000_0000
@0000044a 001010101011_1101
@0000044b 001011100101_0110
@0000044c 000000001000_0000
@0000044d 111100101011_0011
@0000044e 001001100001_1001
@0000044f 001010011001_0110
@00000450 111111110011_1111
@00000451 110111011110_0110
@00000452 000000001000_0000
@00000453 001101111001_1100
@00000454 111010001011_0111
@00000455 111010111000_0110
@00000456 111101000101_0101
@00000457 110011011111_1100
@00000458 110001000110_0000
@00000459 110100011110_1001
@0000045a 000000001000_0000
@0000045b 000011000010_0101
@0000045c 000000001000_0000
@0000045d 000000001000_0000
@0000045e 111111111001_1101
@0000045f 000000010010_0100
@00000460 111100100000_1110
@00000461 110100010100_0100
@00000462 110101101010_1000
@00000463 000001110110_0010
@00000464 001010100010_0001
@00000465 001010100101_1111
@00000466 000001111000_0101
@00000467 000010101011_1001
@00000468 111011011100_1110
@00000469 111111111110_1110
@0000046a 111100100010_0011
@0000046b 111111111000_0000
@0000046c 001001100010_1010
@0000046d 000000001000_0000
@0000046e 110111010011_0111
@0000046f 000000001000_0000
@00000470 001100111101_0000
@00000471 110010011110_0100
@00000472 111111000110_1100
@00000473 000011100100_0100
@00000474 000111101100_1001
@00000475 000000001000_0000
@00000476 001011101000_0100
@00000477 110101101100_1001
@00000478 101101010000_0011
@00000479 000001010110_1110
@0000047a 000000001000_0000
@0000047b 000000000011_0000
@0000047c 010100001110_0000
@0000047d 000111000001_1110
@0000047e 111101111010_0110
@0000047f 000000000000_0000
@00000480 000100001010_1001
@00000481 000000001000_0000
@00000482 000001111001_0111
@00000483 000000001000_0000
@00000484 000001011001_0110
@00000485 111110101010_1000
@00000486 111111111000_0000
@00000487 001010100011_1011
@00000488 111001000101_1110
@00000489 111110110010_1100
@0000048a 111101000111_1001
@0000048b 110110100001_0101
@0000048c 111111111000_0000
@0000048d 110101111100_1011
@0000048e 000000000010_0100
@0000048f 000000001000_0000
@00000490 111111111000_0000
@00000491 000000000111_0110
@00000492 001110010000_0001
@00000493 000000000011_0100
@00000494 110111010100_0110
@00000495 000000001000_0000
@00000496 000000001000_0000
@00000497 111100000100_0000
@00000498 111010110101_1011
@00000499 111111111000_0000
@0000049a 001010010100_0000
@0000049b 110101101111_0111
@0000049c 000101000000_0011
@0000049d 000000001000_0000
@0000049e 111011000101_0000
@0000049f 111111001010_1111
@000004a0 000011111000_0101
@000004a1 010000101011_1010
@000004a2 000110001101_1101
@000004a3 010100111010_1011
@000004a4 001001001001_1001
@000004a5 001011110010_0111
@000004a6 111111111000_0000
@000004a7 000001110101_1111
@000004a8 000000101010_0011
@000004a9 000010010011_0010
@000004aa 111111111000_0000
@000004ab 111101111010_1011
@000004ac 000010010011_0101
@000004ad 111111111000_0000
@000004ae 000000001000_0000
@000004af 111111111000_0000
@000004b0 000001000010_1000
@000004b1 000100111100_0110
@000004b2 010101110010_0011
@000004b3 111010110101_0111
@000004b4 111001100010_1111
@000004b5 001100000001_1111
@000004b6 111101100011_0000
@000004b7 000000001000_0000
@000004b8 001111000010_0110
@000004b9 111111111000_0000
@000004ba 000000001000_0000
@000004bb 010010011000_0010
@000004bc 101110111010_0111
@000004bd 101010101000_0110
@000004be 001011001001_1111
@000004bf 110010111011_1101
@000004c0 111110101100_0000
@000004c1 000001001001_1101
@000004c2 000100100010_0111
@000004c3 000001011111_0011
@000004c4 101111000011_1101
@000004c5 111111111000_0000
@000004c6 001010010011_0101
@000004c7 000000001000_0000
@000004c8 111111111000_0000
@000004c9 111111111000_0000
@000004ca 111011110000_1010
@000004cb 111111111000_0000
@000004cc 111101111001_0111
@000004cd 111111111000_0000
@000004ce 000011101110_1100
@000004cf 000000001000_0000
@000004d0 111111111000_0000
@000004d1 000000001000_0000
@000004d2 000100100001_1011
@000004d3 000000001000_0000
@000004d4 000011110110_0001
@000004d5 000111100001_1101
@000004d6 001001111010_0000
@000004d7 110001000010_1011
@000004d8 000000001000_0000
@000004d9 001011000110_0000
@000004da 111110111010_1101
@000004db 110000111010_1010
@000004dc 000000001000_0000
@000004dd 000001111000_0010
@000004de 110010010001_0111
@000004df 111111111000_0000
@000004e0 111000011001_1001
@000004e1 000000001000_0000
@000004e2 000000000100_1010
@000004e3 000000001000_0000
@000004e4 111111111000_0000
@000004e5 111111111110_0010
@000004e6 111110111000_0101
@000004e7 110111011010_1011
@000004e8 111110110001_1000
@000004e9 000110111010_1111
@000004ea 111111111000_0000
@000004eb 001010110110_0001
@000004ec 000000001000_0000
@000004ed 111111111000_0000
@000004ee 000000001000_0000
@000004ef 000010000010_1110
@000004f0 000000001000_0000
@000004f1 110011001010_1100
@000004f2 111111111000_0000
@000004f3 000000000011_0110
@000004f4 001010000010_1110
@000004f5 111001100010_1111
@000004f6 111111111000_0000
@000004f7 000000110110_0010
@000004f8 000000001000_0000
@000004f9 111111111000_0000
@000004fa 000000001000_0000
@000004fb 111111111000_0000
@000004fc 000000001000_0000
@000004fd 000010000001_1100
@000004fe 000000001000_0000
@000004ff 000000001000_0000
@00000500 111101011010_0010
@00000501 010010001011_0010
@00000502 111100111100_0100
@00000503 111111111000_0000
@00000504 000011111110_1010
@00000505 111111111000_0000
@00000506 110111110100_0001
@00000507 111010001011_0000
@00000508 000000001000_0000
@00000509 010010010110_1010
@0000050a 000000001000_0000
@0000050b 111111111000_0000
@0000050c 001000111010_1101
@0000050d 000110110110_0011
@0000050e 110101111101_0010
@0000050f 111011001100_1011
@00000510 111000100101_1000
@00000511 010001000001_0010
@00000512 000011111001_1111
@00000513 001110100101_1110
@00000514 111111111000_0000
@00000515 111111111000_0000
@00000516 000100000111_0100
@00000517 001110110001_1000
@00000518 000011100000_0111
@00000519 000001100010_1100
@0000051a 111010111001_0111
@0000051b 111111000000_1110
@0000051c 000010000100_0001
@0000051d 000000001000_0000
@0000051e 111110011000_0011
@0000051f 110010101100_1010
@00000520 111010010111_0001
@00000521 111011100101_0000
@00000522 000000001000_0000
@00000523 110000010100_0100
@00000524 110011111110_1001
@00000525 111011011010_0001
@00000526 111111111000_0000
@00000527 001101111111_1000
@00000528 000010111101_0001
@00000529 000011101111_1000
@0000052a 111111111000_0000
@0000052b 000000001000_0000
@0000052c 111001111110_0101
@0000052d 111111111000_0000
@0000052e 000000001110_0110
@0000052f 110010100100_1010
@00000530 101111001001_0010
@00000531 010100100011_0100
@00000532 010100111011_1000
@00000533 010000001110_1001
@00000534 111001101000_0001
@00000535 000000010000_0111
@00000536 111111111000_0000
@00000537 111001101011_1101
@00000538 111101101101_1101
@00000539 111101111111_0100
@0000053a 000110011100_1111
@0000053b 000000001000_0000
@0000053c 000110000010_1010
@0000053d 001100111010_1000
@0000053e 000100010010_1001
@0000053f 000011001110_0011
@00000540 110101100101_0100
@00000541 111110000111_0010
@00000542 001111111101_0011
@00000543 111011111010_0000
@00000544 000110110100_1000
@00000545 000000011011_1001
@00000546 000111011001_1101
@00000547 111101111001_0000
@00000548 001001101000_1100
@00000549 000000000111_1110
@0000054a 000000001000_0000
@0000054b 111110101011_0100
@0000054c 110101011011_1110
@0000054d 000000000001_0101
@0000054e 000011010010_1011
@0000054f 111001111000_0101
@00000550 000000001000_0000
@00000551 010011100111_0100
@00000552 111111111000_0000
@00000553 110001110111_0010
@00000554 110100111110_1111
@00000555 111000100011_0010
@00000556 000001101000_0000
@00000557 111111111000_0000
@00000558 111111101101_1110
@00000559 000010100001_1000
@0000055a 111111001001_1000
@0000055b 111111111000_0000
@0000055c 000000001000_0000
@0000055d 111111011001_0011
@0000055e 010110010100_0011
@0000055f 111111110111_1110
@00000560 101011000001_0011
@00000561 000110011010_0100
@00000562 110011101011_0101
@00000563 111111111000_0000
@00000564 111111111000_0000
@00000565 111101011110_0111
@00000566 000001010111_1111
@00000567 110110011100_0101
@00000568 000100010110_0000
@00000569 110000111000_1010
@0000056a 111111111000_0000
@0000056b 000101110000_1101
@0000056c 000100011011_0001
@0000056d 111111000000_1001
@0000056e 111100001110_1010
@0000056f 111000010111_1010
@00000570 010100001111_1010
@00000571 110000100111_0101
@00000572 000010011000_1100
@00000573 111111111000_0000
@00000574 111111110100_0110
@00000575 111111111000_0000
@00000576 001000100110_1101
@00000577 101110101110_0110
@00000578 000011010000_0001
@00000579 111111111000_0000
@0000057a 010000110010_1101
@0000057b 111111111000_0000
@0000057c 111111111000_0000
@0000057d 111111111000_0000
@0000057e 111101001101_1001
@0000057f 111111111000_0000
@00000580 000010101010_0001
@00000581 001101100010_0110
@00000582 110100011100_0000
@00000583 111111110111_1111
@00000584 111111100010_0100
@00000585 110100110111_0011
@00000586 111000111101_0111
@00000587 111000110101_1010
@00000588 111000100100_0000
@00000589 000000010000_1100
@0000058a 000001110011_0001
@0000058b 000100011001_1111
@0000058c 001001111110_1110
@0000058d 111100010001_0000
@0000058e 000000001000_0000
@0000058f 111010001100_1110
@00000590 000000001000_0000
@00000591 001101110100_1010
@00000592 111111111001_1011
@00000593 101111111100_1100
@00000594 000000001000_0000
@00000595 111111111000_0000
@00000596 000001111110_1001
@00000597 111111111000_0001
@00000598 010101111111_0001
@00000599 000101111011_1010
@0000059a 001001110110_0111
@0000059b 010000010110_1101
@0000059c 010001010111_1000
@0000059d 111101101101_0000
@0000059e 111111111000_0000
@0000059f 010010110101_1110
@000005a0 000100100000_1010
@000005a1 000000101110_0001
@000005a2 000100111001_0111
@000005a3 000000001000_0000
@000005a4 111100000101_0011
@000005a5 000000001000_0000
@000005a6 000001110011_0110
@000005a7 111001111011_0011
@000005a8 000000001000_0000
@000005a9 001010000010_0111
@000005aa 000000000011_0000
@000005ab 111001101010_1110
@000005ac 000001001110_1010
@000005ad 010010010000_1001
@000005ae 000000001000_0000
@000005af 001011100000_1001
@000005b0 000010110010_1011
@000005b1 000000001000_0000
@000005b2 111111111000_0000
@000005b3 000000001000_0000
@000005b4 000000011011_0111
@000005b5 000000001000_0000
@000005b6 110111101111_1010
@000005b7 000000001000_0000
@000005b8 000000001000_0000
@000005b9 110110111111_0111
@000005ba 000000001000_0000
@000005bb 000010000001_1101
@000005bc 001010001001_1110
@000005bd 111101100110_0011
@000005be 111101100111_0010
@000005bf 001100010010_0001
@000005c0 000011011011_0101
@000005c1 111111111000_0000
@000005c2 000000001000_0000
@000005c3 001000001001_0001
@000005c4 000000001000_0000
@000005c5 001000100111_1001
@000005c6 111111000101_1111
@000005c7 000000001000_0000
@000005c8 111011110101_1100
@000005c9 010101100000_0111
@000005ca 010011110000_0011
@000005cb 000110110110_0100
@000005cc 000110000111_1000
@000005cd 001111001101_1010
@000005ce 000000011110_0111
@000005cf 001100100101_1010
@000005d0 000000001000_0000
@000005d1 000111010011_0101
@000005d2 000000001000_0000
@000005d3 000000001000_0000
@000005d4 000000001000_0000
@000005d5 111111111000_0000
@000005d6 111100100111_1001
@000005d7 000100100011_0010
@000005d8 111111111000_0000
@000005d9 000011011100_1111
@000005da 000100100001_0100
@000005db 111111111000_0000
@000005dc 111000010111_1000
@000005dd 111001000011_1111
@000005de 111110101000_0010
@000005df 000001100010_1010
@000005e0 000011000100_0001
@000005e1 000000000101_1000
@000005e2 000000001000_0000
@000005e3 001100110110_0001
@000005e4 000000001000_0000
@000005e5 111111110100_0001
@000005e6 111001100001_0010
@000005e7 000010101111_1100
@000005e8 111100011000_0011
@000005e9 111111111000_0000
@000005ea 000000001000_0000
@000005eb 010110011100_0111
@000005ec 001000110000_0000
@000005ed 101111010000_1111
@000005ee 000001101001_1110
@000005ef 111111111111_1011
@000005f0 001011010000_0001
@000005f1 111111111000_0000
@000005f2 000010111111_0110
@000005f3 111000001100_0001
@000005f4 000000111001_0100
@000005f5 111111111000_0000
@000005f6 110110100110_1001
@000005f7 111111111000_0000
@000005f8 000000001000_0000
@000005f9 010011100011_0101
@000005fa 111111111000_0000
@000005fb 000010001010_1110
@000005fc 111111111000_0000
@000005fd 000101011001_1011
@000005fe 111100100101_1111
@000005ff 101011001011_0110
@00000600 111111111000_0000
@00000601 110001000110_0001
@00000602 001101010111_0011
@00000603 000000101011_0010
@00000604 010110001000_1110
@00000605 000010010101_0000
@00000606 111110111000_0100
@00000607 000110001101_0001
@00000608 000111111111_1110
@00000609 000000010010_1011
@0000060a 111010110000_0011
@0000060b 001010111000_0101
@0000060c 000000001000_0000
@0000060d 000001000000_1001
@0000060e 001111000010_0010
@0000060f 001010110100_0101
@00000610 000011110011_0011
@00000611 111101001111_1011
@00000612 111111010101_1011
@00000613 000000000010_1111
@00000614 111111111000_0000
@00000615 111111111111_0110
@00000616 111001001001_0011
@00000617 111001110101_1100
@00000618 111111111000_0000
@00000619 000111111100_1101
@0000061a 111100101100_0000
@0000061b 111111111000_0000
@0000061c 000000001000_0000
@0000061d 000101100000_1110
@0000061e 111110101111_0001
@0000061f 001010101111_0110
@00000620 000000001000_0000
@00000621 000000001000_0000
@00000622 111100111000_0000
@00000623 000000000100_0100
@00000624 000110001011_1111
@00000625 000000110111_0101
@00000626 000000000001_0010
@00000627 111111100000_0000
@00000628 000000010110_0001
@00000629 000010110101_0001
@0000062a 111000110101_1001
@0000062b 111110010001_0100
@0000062c 000001011001_0111
@0000062d 001001101101_1010
@0000062e 000000000110_0110
@0000062f 000000001000_0000
@00000630 000101000110_1101
@00000631 000010101110_0100
@00000632 000111101001_0101
@00000633 111111111110_0100
@00000634 000000001000_0000
@00000635 111111111110_0101
@00000636 000000001000_0000
@00000637 111111111000_0000
@00000638 000010111000_0010
@00000639 110110110110_0001
@0000063a 000000001000_0000
@0000063b 111111111000_0000
@0000063c 000101001000_0000
@0000063d 000010010011_0101
@0000063e 111111111111_0000
@0000063f 000000000000_1001
@00000640 000001010110_1011
@00000641 000010011110_1000
@00000642 000000001000_0000
@00000643 111010110110_1100
@00000644 111111111110_1000
@00000645 000000001000_0000
@00000646 111111111000_0000
@00000647 000000001000_0000
